"inDEG" "group" "links" "triplet" "mean_edge" "nodes" "species"
"YES" "3327" 12 11 376.083333333333 6 5
"NO" "3328" 1 0 48 2 2
"YES" "3329" 7 4 84.4285714285714 5 5
"YES" "333" 118 261 169.152542372881 29 5
"NO" "3330" 1 0 109 2 2
"NO" "3331" 3 1 62.3333333333333 3 3
"NO" "3332" 2 0 68 3 3
"NO" "3333" 1 0 728 2 2
"NO" "3334" 1 0 226 2 2
"YES" "3335" 10 10 467.3 5 5
"NO" "3336" 2 0 131.5 3 1
"YES" "3337" 10 10 825.3 5 5
"NO" "3338" 1 0 709 2 1
"YES" "3339" 6 4 212.833333333333 4 4
"NO" "334" 3 1 103.666666666667 3 2
"NO" "3340" 3 1 327.666666666667 3 3
"NO" "3341" 2 0 109.5 3 2
"NO" "3342" 2 0 223 3 1
"NO" "3343" 3 1 194.333333333333 3 3
"YES" "3344" 857 3531 130.422403733956 199 5
"NO" "3345" 13 10 272.153846153846 8 5
"NO" "3346" 1 0 338 2 1
"NO" "3347" 1 0 150 2 2
"NO" "3348" 1 0 89 2 2
"NO" "3349" 5 2 78.2 4 1
"YES" "335" 3 1 169.666666666667 3 3
"NO" "3350" 1 0 68 2 1
"NO" "3351" 13 11 119.230769230769 7 5
"NO" "3352" 10 10 791.2 5 5
"NO" "3353" 1 0 60 2 2
"NO" "3354" 2 0 70 3 2
"NO" "3355" 2 0 54 3 1
"NO" "3356" 1 0 93 2 2
"NO" "3357" 1 0 214 2 1
"NO" "3358" 1 0 53 2 1
"NO" "3359" 2 0 86.5 3 3
"NO" "336" 55 165 245.345454545455 11 3
"YES" "3360" 10 10 252.9 5 5
"NO" "3361" 1 0 91 2 2
"NO" "3362" 1 0 53 2 2
"NO" "3363" 1 0 218 2 2
"YES" "3364" 10 10 136.9 5 5
"NO" "3365" 3 1 132 3 2
"NO" "3366" 7 3 194.571428571429 5 3
"NO" "3367" 12 6 112.083333333333 8 4
"NO" "3368" 3 1 149 3 3
"NO" "3369" 1 0 101 2 2
"NO" "337" 15 20 428.4 6 5
"YES" "3370" 10 10 134.4 5 5
"YES" "3371" 6 4 85.6666666666667 4 4
"NO" "3372" 1 0 66 2 2
"NO" "3373" 8 5 91.625 5 5
"NO" "3374" 8 5 78.5 5 5
"NO" "3375" 1 0 387 2 2
"NO" "3376" 1 0 44 2 1
"YES" "3377" 10 10 490.5 5 5
"NO" "3378" 10 10 305.3 5 5
"YES" "3379" 10 10 374.3 5 5
"NO" "338" 83 192 136.036144578313 20 5
"NO" "3380" 3 1 321 3 3
"NO" "3381" 6 2 104.5 5 5
"NO" "3382" 10 10 445.6 5 5
"NO" "3383" 1 0 425 2 2
"NO" "3384" 19 8 113.473684210526 13 3
"NO" "3385" 1 0 74 2 2
"NO" "3386" 10 10 226.1 5 5
"YES" "3387" 10 10 151.6 5 5
"NO" "3388" 1 0 66 2 2
"NO" "3389" 3 1 475 3 1
"NO" "339" 993 11527 129.255790533736 52 4
"NO" "3390" 1 0 87 2 2
"NO" "3391" 2 0 61 3 1
"YES" "3392" 10 10 109.4 5 5
"YES" "3393" 45 39 653.844444444444 20 5
"NO" "3394" 3 1 114 3 3
"NO" "3395" 1 0 53 2 1
"NO" "3396" 3 0 53.3333333333333 4 4
"NO" "3397" 1 0 43 2 1
"YES" "3398" 10 10 87.7 5 5
"NO" "3399" 1 0 133 2 2
"YES" "34" 147 583 294.87074829932 22 5
"NO" "340" 408 2759 164.936274509804 35 5
"YES" "3400" 259 563 241.281853281853 58 5
"NO" "3401" 3 1 156.666666666667 3 3
"NO" "3402" 1 0 109 2 1
"NO" "3403" 10 10 152.7 5 5
"YES" "3404" 1 0 123 2 2
"NO" "3405" 2 0 77 3 3
"YES" "3406" 10 10 166.8 5 5
"NO" "3407" 2 0 124.5 3 1
"NO" "3408" 7 3 83.5714285714286 5 1
"NO" "3409" 1 0 128 2 2
"NO" "341" 26 37 76.5 10 1
"YES" "3410" 9 5 280.888888888889 6 5
"YES" "3411" 14 11 100.5 8 5
"NO" "3412" 3 1 413 3 1
"NO" "3413" 1 0 46 2 2
"NO" "3414" 1 0 44 2 1
"NO" "3415" 1 0 48 2 2
"NO" "3416" 10 10 206.2 5 5
"YES" "3417" 3 0 141.333333333333 4 4
"NO" "3418" 127 376 154.291338582677 31 5
"NO" "3419" 3 1 127.666666666667 3 3
"NO" "342" 26 45 158.115384615385 8 4
"NO" "3420" 1 0 66 2 2
"NO" "3421" 1 0 266 2 2
"NO" "3422" 6 4 139 4 4
"NO" "3423" 1 0 48 2 1
"NO" "3424" 3 1 156 3 3
"NO" "3425" 3 1 126.333333333333 3 3
"NO" "3426" 1 0 118 2 2
"NO" "3427" 2 0 89 3 3
"NO" "3428" 3 1 148.666666666667 3 3
"NO" "3429" 1 0 108 2 2
"NO" "343" 12 7 96.6666666666667 7 1
"NO" "3430" 2 0 169.5 3 3
"NO" "3431" 3 1 213 3 3
"NO" "3432" 6 4 185 4 4
"NO" "3433" 1 0 83 2 2
"NO" "3434" 1 0 78 2 1
"NO" "3435" 6 4 161.166666666667 4 4
"NO" "3436" 3 1 175.666666666667 3 3
"NO" "3437" 1 0 70 2 2
"NO" "3438" 10 10 275.1 5 5
"NO" "3439" 10 10 94.8 5 5
"NO" "344" 15 20 385.466666666667 6 1
"NO" "3440" 1 0 190 2 1
"NO" "3441" 2 0 187.5 3 3
"NO" "3442" 3 1 81.3333333333333 3 3
"NO" "3443" 1 0 106 2 2
"NO" "3444" 1 0 200 2 2
"NO" "3445" 3 1 215 3 3
"NO" "3446" 1 0 230 2 1
"NO" "3447" 5 1 53.8 5 3
"NO" "3448" 1 0 56 2 1
"NO" "3449" 1 0 52 2 2
"YES" "345" 10 10 229.2 5 5
"NO" "3450" 7 4 221.142857142857 5 5
"NO" "3451" 18 15 134.833333333333 9 4
"NO" "3452" 1 0 194 2 1
"NO" "3453" 1 0 94 2 1
"NO" "3454" 3 1 215.666666666667 3 3
"NO" "3455" 3 1 495 3 3
"NO" "3456" 4 1 141 4 2
"NO" "3457" 1 0 354 2 1
"NO" "3458" 1 0 82 2 1
"YES" "3459" 5 2 137 4 4
"NO" "346" 10 10 235.9 5 1
"NO" "3460" 3 1 94 3 3
"NO" "3461" 10 10 180.1 5 5
"NO" "3462" 2 0 65.5 3 1
"NO" "3463" 3 1 271.333333333333 3 3
"NO" "3464" 10 10 147.6 5 5
"YES" "3465" 11 10 137.090909090909 6 5
"NO" "3466" 15 12 284.666666666667 7 5
"NO" "3467" 3 1 130.666666666667 3 3
"NO" "3468" 1 0 154 2 2
"NO" "3469" 1 0 140 2 2
"NO" "347" 10 10 249.3 5 5
"NO" "3470" 1 0 69 2 2
"YES" "3471" 10 10 237.5 5 5
"YES" "3472" 1 0 74 2 2
"NO" "3473" 4 1 90.5 4 4
"NO" "3474" 1 0 71 2 1
"NO" "3475" 2 0 55.5 3 1
"NO" "3476" 1 0 66 2 2
"NO" "3477" 1 0 117 2 2
"YES" "3478" 10 10 191.5 5 5
"NO" "3479" 3 1 125.666666666667 3 3
"YES" "348" 16 12 331.6875 9 5
"NO" "3480" 3 1 102.666666666667 3 3
"YES" "3481" 53780 1908054 117.747694310152 1016 5
"NO" "3482" 1 0 232 2 2
"NO" "3483" 3 1 483 3 3
"NO" "3484" 10 10 219.3 5 5
"NO" "3485" 34 25 268.411764705882 14 5
"NO" "3486" 10 10 130 5 5
"NO" "3487" 6 4 101.333333333333 4 4
"NO" "3488" 3 1 291.333333333333 3 3
"NO" "3489" 1 0 53 2 1
"NO" "349" 9 7 88.2222222222222 5 1
"NO" "3490" 3 1 81 3 3
"NO" "3491" 3 1 226.333333333333 3 3
"YES" "3492" 50 74 327.5 15 5
"NO" "3493" 3 1 262 3 3
"NO" "3494" 1 0 63 2 1
"NO" "3495" 8 5 111.25 5 5
"NO" "3496" 3 1 526.666666666667 3 3
"NO" "3497" 1 0 46 2 1
"NO" "3498" 1 0 493 2 1
"NO" "3499" 10 10 455.9 5 5
"NO" "35" 9 7 83.2222222222222 5 1
"NO" "350" 5 2 150.4 4 2
"NO" "3500" 1 0 72 2 2
"NO" "3501" 1 0 140 2 2
"NO" "3502" 3 1 347.666666666667 3 3
"NO" "3503" 13 11 261.769230769231 7 4
"NO" "3504" 3 0 106 4 1
"NO" "3505" 10 10 243.1 5 5
"NO" "3506" 1 0 54 2 1
"YES" "3507" 10 10 260.8 5 5
"NO" "3508" 1 0 92 2 2
"YES" "3509" 5 2 153 4 4
"NO" "351" 15 20 242.533333333333 6 1
"NO" "3510" 10 10 145 5 5
"NO" "3511" 1 0 91 2 2
"NO" "3512" 4 1 69.25 4 2
"YES" "3513" 41 65 183.073170731707 13 5
"NO" "3514" 1 0 75 2 2
"NO" "3515" 1 0 97 2 2
"NO" "3516" 10 10 132 5 5
"NO" "3517" 3 1 189 3 3
"NO" "3518" 1 0 360 2 2
"NO" "3519" 10 10 93.7 5 5
"NO" "352" 15 20 253.333333333333 6 5
"NO" "3520" 1 0 47 2 2
"NO" "3521" 10 10 382 5 5
"NO" "3522" 1 0 64 2 2
"NO" "3523" 3 1 257 3 3
"NO" "3524" 1 0 63 2 1
"NO" "3525" 1 0 149 2 2
"NO" "3526" 1 0 73 2 1
"NO" "3527" 10 10 105 5 5
"NO" "3528" 1 0 145 2 2
"NO" "3529" 1 0 81 2 2
"NO" "353" 10 10 160.3 5 5
"NO" "3530" 1 0 166 2 2
"NO" "3531" 5 2 143.6 4 4
"YES" "3532" 25 30 232.76 10 5
"NO" "3533" 1 0 94 2 2
"NO" "3534" 3 1 62.3333333333333 3 3
"NO" "3535" 1 0 113 2 2
"NO" "3536" 4 0 71.5 4 3
"NO" "3537" 1 0 48 2 1
"NO" "3538" 1 0 63 2 2
"NO" "3539" 1 0 267 2 2
"NO" "354" 10 10 1144.8 5 5
"YES" "3540" 202 537 185.524752475248 50 5
"NO" "3541" 1 0 238 2 2
"NO" "3542" 12 6 107.166666666667 8 5
"NO" "3543" 5 2 88.2 4 1
"NO" "3544" 3 1 155.333333333333 3 3
"NO" "3545" 3 1 68.6666666666667 3 3
"NO" "3546" 9 7 122 5 5
"NO" "3547" 1 0 65 2 1
"NO" "3548" 10 10 436 5 5
"NO" "3549" 1 0 53 2 2
"NO" "355" 9 7 193.666666666667 5 5
"NO" "3550" 1 0 700 2 2
"NO" "3551" 1 0 153 2 2
"NO" "3552" 2 0 289 3 1
"NO" "3553" 3 1 85.3333333333333 3 3
"NO" "3554" 3 1 163.666666666667 3 3
"NO" "3555" 1 0 94 2 1
"NO" "3556" 3 1 270.333333333333 3 3
"NO" "3557" 18 13 138.666666666667 9 5
"NO" "3558" 3 0 331.666666666667 4 1
"NO" "3559" 1 0 48 2 1
"NO" "356" 5136 115099 116.038551401869 177 5
"NO" "3560" 1 0 48 2 1
"YES" "3561" 10 10 606.8 5 5
"NO" "3562" 1 0 98 2 2
"NO" "3563" 1 0 53 2 2
"NO" "3564" 7 3 82.2857142857143 5 1
"NO" "3565" 1 0 203 2 1
"NO" "3566" 3 1 85.3333333333333 3 2
"NO" "3567" 1 0 124 2 1
"NO" "3568" 1 0 119 2 2
"NO" "3569" 1 0 121 2 1
"NO" "357" 3 1 149 3 3
"NO" "3570" 10 10 184 5 5
"NO" "3571" 6 4 58 4 4
"NO" "3572" 1 0 83 2 2
"NO" "3573" 10 10 559.6 5 5
"NO" "3574" 1 0 554 2 2
"NO" "3575" 1 0 80 2 2
"NO" "3576" 3 1 164.666666666667 3 3
"YES" "3577" 9 5 101.777777777778 6 5
"NO" "3578" 2 0 56 3 3
"NO" "3579" 1 0 56 2 2
"NO" "358" 6 4 156 4 4
"NO" "3580" 1 0 46 2 1
"NO" "3581" 1 0 451 2 2
"NO" "3582" 1 0 58 2 1
"NO" "3583" 1 0 263 2 1
"YES" "3584" 8 2 90.25 6 5
"NO" "3585" 9 7 180.111111111111 5 5
"NO" "3586" 1 0 49 2 1
"NO" "3587" 3 1 325 3 3
"NO" "3588" 3 1 410 3 3
"NO" "3589" 1 0 259 2 1
"NO" "359" 3 1 121.666666666667 3 2
"NO" "3590" 1 0 42 2 1
"NO" "3591" 9 3 246.777777777778 7 1
"NO" "3592" 1 0 400 2 2
"NO" "3593" 6 4 58.5 4 3
"NO" "3594" 1 0 43 2 1
"NO" "3595" 3 1 148.666666666667 3 3
"NO" "3596" 1 0 187 2 2
"YES" "3597" 1 0 139 2 2
"NO" "3598" 2 0 49 3 3
"NO" "3599" 1 0 42 2 1
"YES" "36" 10 10 130.4 5 5
"NO" "360" 9 7 185 5 2
"NO" "3600" 3 1 1466.33333333333 3 3
"NO" "3601" 16 10 71.8125 11 5
"NO" "3602" 3 1 264.666666666667 3 3
"YES" "3603" 10 10 174.7 5 5
"NO" "3604" 1 0 45 2 2
"NO" "3605" 1 0 89 2 2
"NO" "3606" 1 0 136 2 2
"NO" "3607" 1 0 53 2 2
"NO" "3608" 3 0 104 4 1
"NO" "3609" 1 0 177 2 2
"NO" "361" 1057 10143 168.963103122044 72 5
"NO" "3610" 10 10 79.8 5 5
"NO" "3611" 3 1 254 3 3
"NO" "3612" 10 10 91.5 5 5
"NO" "3613" 1 0 92 2 2
"NO" "3614" 3 1 295.666666666667 3 3
"NO" "3615" 1 0 321 2 1
"NO" "3616" 1 0 48 2 1
"NO" "3617" 10 10 329.4 5 3
"NO" "3618" 1 0 61 2 2
"NO" "3619" 1 0 49 2 2
"YES" "362" 10 10 1246.4 5 5
"NO" "3620" 10 10 169.7 5 5
"NO" "3621" 1 0 196 2 1
"NO" "3622" 1 0 94 2 2
"NO" "3623" 3 1 298 3 3
"YES" "3624" 10 10 274.2 5 5
"NO" "3625" 10 10 179.4 5 5
"NO" "3626" 1 0 68 2 1
"NO" "3627" 4 1 184.25 4 2
"NO" "3628" 1 0 74 2 2
"NO" "3629" 1 0 312 2 2
"YES" "363" 574 2821 136.836236933798 63 5
"NO" "3630" 1 0 447 2 2
"NO" "3631" 3 1 245 3 3
"NO" "3632" 3 1 145 3 1
"NO" "3633" 6 4 1074.16666666667 4 4
"NO" "3634" 8 5 83.375 5 1
"NO" "3635" 1 0 102 2 2
"NO" "3636" 1 0 158 2 2
"NO" "3637" 1 0 47 2 2
"NO" "3638" 9 7 176.555555555556 5 5
"YES" "3639" 25 16 433.72 11 5
"NO" "364" 16 17 120.6875 7 5
"NO" "3640" 5 1 355.4 5 5
"YES" "3641" 10 10 313.7 5 5
"NO" "3642" 2 0 170.5 3 3
"NO" "3643" 1 0 136 2 1
"NO" "3644" 2 0 75 3 3
"NO" "3645" 1 0 197 2 1
"NO" "3646" 1 0 158 2 2
"NO" "3647" 10 10 121.6 5 5
"NO" "3648" 1 0 104 2 2
"NO" "3649" 1 0 49 2 1
"NO" "365" 3 1 440.333333333333 3 2
"NO" "3650" 3 1 133.666666666667 3 3
"NO" "3651" 10 10 208.9 5 2
"NO" "3652" 1 0 47 2 2
"NO" "3653" 17 11 123.235294117647 9 5
"NO" "3654" 1 0 116 2 1
"NO" "3655" 3 1 901.333333333333 3 3
"NO" "3656" 1 0 100 2 2
"NO" "3657" 3 1 497.666666666667 3 3
"NO" "3658" 1 0 82 2 2
"NO" "3659" 1 0 74 2 1
"NO" "366" 15 20 136.2 6 4
"NO" "3660" 1 0 277 2 2
"NO" "3661" 6 1 85.3333333333333 6 5
"NO" "3662" 1 0 216 2 2
"NO" "3663" 1 0 83 2 2
"NO" "3664" 6 2 59.1666666666667 5 2
"NO" "3665" 3 1 159.333333333333 3 3
"NO" "3666" 10 10 424.6 5 5
"NO" "3667" 1 0 88 2 2
"NO" "3668" 14 6 84.8571428571429 9 2
"NO" "3669" 7 4 98.1428571428571 5 4
"YES" "367" 45 120 126.488888888889 10 5
"NO" "3670" 1 0 43 2 2
"NO" "3671" 1 0 97 2 2
"NO" "3672" 5 1 103.4 5 5
"NO" "3673" 1 0 44 2 1
"NO" "3674" 1 0 258 2 2
"NO" "3675" 1 0 129 2 1
"NO" "3676" 1 0 168 2 1
"NO" "3677" 1 0 173 2 2
"NO" "3678" 1 0 67 2 2
"NO" "3679" 1 0 49 2 2
"YES" "368" 10 10 222.8 5 5
"NO" "3680" 3 1 80.3333333333333 3 3
"NO" "3681" 3 1 246.666666666667 3 3
"YES" "3682" 10 10 302.4 5 5
"NO" "3683" 10 10 199.2 5 5
"NO" "3684" 3 1 164.333333333333 3 3
"NO" "3685" 1 0 214 2 2
"NO" "3686" 10 10 268.2 5 5
"YES" "3687" 49 80 226.877551020408 14 5
"NO" "3688" 3 1 97.3333333333333 3 3
"NO" "3689" 3 1 105.333333333333 3 3
"NO" "369" 12 10 102.5 7 3
"NO" "3690" 3 1 218 3 3
"NO" "3691" 22 35 119.181818181818 8 4
"NO" "3692" 1 0 100 2 1
"NO" "3693" 1 0 133 2 1
"NO" "3694" 3 1 178 3 3
"NO" "3695" 4 1 154.75 4 1
"NO" "3696" 1 0 169 2 1
"NO" "3697" 1 0 192 2 1
"NO" "3698" 10 10 411 5 4
"NO" "3699" 1 0 128 2 1
"NO" "37" 72 175 132.388888888889 16 4
"YES" "370" 142 526 291.260563380282 21 5
"NO" "3700" 10 10 797.5 5 5
"NO" "3701" 1 0 523 2 1
"NO" "3702" 23 32 103.652173913043 8 2
"NO" "3703" 1 0 138 2 2
"YES" "3704" 9 7 234.666666666667 5 5
"NO" "3705" 3 1 397.666666666667 3 3
"YES" "3706" 10 10 147.1 5 5
"NO" "3707" 1 0 72 2 1
"NO" "3708" 2 0 190 3 3
"YES" "3709" 10 10 361.4 5 5
"NO" "371" 3 1 69.6666666666667 3 3
"NO" "3710" 5 2 216.4 4 4
"NO" "3711" 1 0 315 2 2
"NO" "3712" 3 1 112.333333333333 3 3
"NO" "3713" 1 0 389 2 2
"NO" "3714" 1 0 81 2 2
"NO" "3715" 1 0 50 2 2
"NO" "3716" 3 1 187 3 3
"NO" "3717" 10 10 823.3 5 5
"NO" "3718" 3 1 309.333333333333 3 3
"NO" "3719" 1 0 113 2 2
"NO" "372" 3 1 428.666666666667 3 2
"NO" "3720" 1 0 282 2 2
"NO" "3721" 1 0 93 2 1
"NO" "3722" 3 1 238.666666666667 3 3
"NO" "3723" 1 0 164 2 2
"NO" "3724" 1 0 106 2 2
"NO" "3725" 19 8 225.526315789474 12 5
"YES" "3726" 10 10 232.1 5 5
"NO" "3727" 1 0 74 2 1
"NO" "3728" 3 1 295.666666666667 3 1
"NO" "3729" 1 0 86 2 1
"NO" "373" 10 10 137.1 5 5
"NO" "3730" 11 8 207.363636363636 6 5
"NO" "3731" 1 0 540 2 2
"NO" "3732" 1 0 152 2 2
"NO" "3733" 1 0 58 2 2
"YES" "3734" 1098 5271 109.155737704918 143 5
"NO" "3735" 5 1 74.8 5 5
"NO" "3736" 1 0 63 2 1
"YES" "3737" 10 10 417.1 5 5
"NO" "3738" 1 0 296 2 2
"YES" "3739" 6 4 161.333333333333 4 4
"NO" "374" 10 10 308.4 5 5
"NO" "3740" 3 1 116 3 3
"NO" "3741" 3 1 103.666666666667 3 3
"NO" "3742" 1 0 139 2 1
"NO" "3743" 1 0 263 2 2
"NO" "3744" 1 0 231 2 2
"NO" "3745" 2 0 87 3 3
"NO" "3746" 6 2 114.333333333333 5 5
"NO" "3747" 3 1 271 3 3
"NO" "3748" 3 1 122 3 3
"NO" "3749" 1 0 338 2 2
"NO" "375" 3 1 264.333333333333 3 1
"NO" "3750" 6 4 83 4 4
"NO" "3751" 1 0 410 2 2
"NO" "3752" 4 1 169.5 4 3
"NO" "3753" 2 0 111.5 3 3
"NO" "3754" 1 0 472 2 2
"NO" "3755" 5 1 91.8 5 2
"NO" "3756" 5 2 45.6 4 4
"YES" "3757" 21 25 128.952380952381 8 5
"YES" "3758" 1 0 550 2 2
"NO" "3759" 1 0 162 2 2
"YES" "376" 3119 42222 148.78262263546 234 5
"NO" "3760" 1 0 571 2 2
"NO" "3761" 1 0 140 2 2
"NO" "3762" 3 1 128 3 3
"NO" "3763" 2 0 52.5 3 3
"NO" "3764" 1 0 133 2 2
"NO" "3765" 3 1 97.3333333333333 3 3
"NO" "3766" 1 0 177 2 2
"NO" "3767" 1 0 181 2 1
"NO" "3768" 1 0 331 2 2
"NO" "3769" 1 0 237 2 2
"NO" "377" 4 1 109.5 4 2
"NO" "3770" 8 3 98.875 6 4
"NO" "3771" 3 0 110.666666666667 4 1
"NO" "3772" 1 0 77 2 1
"NO" "3773" 1 0 122 2 1
"NO" "3774" 1 0 467 2 2
"NO" "3775" 1 0 48 2 2
"NO" "3776" 12 3 75 10 2
"NO" "3777" 6 4 97.8333333333333 4 4
"YES" "3778" 10 10 432.5 5 5
"NO" "3779" 3 1 231.666666666667 3 3
"YES" "378" 9 7 109.222222222222 5 5
"NO" "3780" 1 0 44 2 2
"NO" "3781" 3 1 192 3 3
"NO" "3782" 1 0 98 2 1
"NO" "3783" 2 0 70.5 3 3
"NO" "3784" 1 0 141 2 1
"NO" "3785" 10 10 77.3 5 5
"NO" "3786" 3 0 67.6666666666667 4 1
"NO" "3787" 10 10 274.1 5 2
"NO" "3788" 3 1 125 3 2
"NO" "3789" 3 1 197 3 3
"YES" "379" 4 1 151.25 4 4
"NO" "3790" 8 4 162.5 5 5
"NO" "3791" 4 1 482 4 4
"NO" "3792" 1 0 124 2 2
"NO" "3793" 2 0 68.5 3 3
"NO" "3794" 1 0 104 2 2
"NO" "3795" 6 4 132.166666666667 4 4
"NO" "3796" 1 0 48 2 2
"NO" "3797" 1 0 93 2 1
"NO" "3798" 1 0 58 2 1
"NO" "3799" 1 0 228 2 2
"NO" "38" 28 56 190.5 8 2
"NO" "380" 3 1 137 3 1
"NO" "3800" 1 0 66 2 1
"NO" "3801" 1 0 127 2 2
"NO" "3802" 5 1 187.4 5 5
"NO" "3803" 3 1 284 3 3
"NO" "3804" 6 4 441.666666666667 4 4
"NO" "3805" 1 0 85 2 1
"NO" "3806" 1 0 268 2 2
"NO" "3807" 1 0 111 2 2
"NO" "3808" 3 1 102 3 3
"NO" "3809" 1 0 72 2 2
"NO" "381" 10 10 383.8 5 5
"NO" "3810" 1 0 256 2 1
"NO" "3811" 1 0 71 2 1
"NO" "3812" 1 0 170 2 1
"NO" "3813" 1 0 311 2 2
"NO" "3814" 3 1 90 3 3
"NO" "3815" 1 0 43 2 2
"NO" "3816" 3 0 54.6666666666667 4 2
"NO" "3817" 3 1 164 3 3
"YES" "3818" 10 10 173.3 5 5
"NO" "3819" 2 0 138.5 3 2
"NO" "382" 3 1 69.3333333333333 3 1
"NO" "3820" 6 4 122.166666666667 4 4
"NO" "3821" 3 0 48.6666666666667 4 1
"NO" "3822" 1 0 48 2 2
"NO" "3823" 1 0 38 2 1
"NO" "3824" 18 13 339.388888888889 5 5
"NO" "3825" 5 1 161.4 5 5
"NO" "3826" 1 0 251 2 1
"NO" "3827" 3 1 120.333333333333 3 3
"NO" "3828" 14 11 282.785714285714 8 5
"NO" "3829" 5 2 70.8 4 4
"NO" "383" 19 26 166.368421052632 7 4
"NO" "3830" 1 0 204 2 1
"NO" "3831" 1 0 92 2 1
"NO" "3832" 3 1 151 3 3
"NO" "3833" 10 10 98.3 5 5
"NO" "3834" 5 2 142 4 3
"NO" "3835" 37 65 115.189189189189 10 5
"NO" "3836" 2 0 89.5 3 1
"NO" "3837" 2 0 68.5 3 3
"NO" "3838" 1 0 61 2 2
"NO" "3839" 1 0 105 2 2
"NO" "384" 3 1 96.3333333333333 3 3
"NO" "3840" 1 0 70 2 1
"NO" "3841" 10 10 66 5 5
"NO" "3842" 110 416 834.372727272727 18 5
"YES" "3843" 10 10 320.9 5 5
"NO" "3844" 3 1 428.666666666667 3 2
"NO" "3845" 1 0 63 2 2
"NO" "3846" 6 4 103.333333333333 4 4
"NO" "3847" 2 0 80 3 3
"NO" "3848" 2 0 224 3 1
"NO" "3849" 1 0 202 2 1
"YES" "385" 7548 234475 164.227742448331 298 5
"YES" "3850" 10 10 766.9 5 5
"NO" "3851" 1 0 54 2 1
"NO" "3852" 5 1 675.8 5 5
"YES" "3853" 10 10 167.6 5 5
"NO" "3854" 1 0 48 2 2
"NO" "3855" 3 1 71.3333333333333 3 3
"NO" "3856" 9 4 116.777777777778 6 5
"NO" "3857" 1 0 62 2 2
"NO" "3858" 2 0 209.5 3 3
"NO" "3859" 1 0 49 2 2
"NO" "386" 78 286 221.833333333333 13 2
"NO" "3860" 1 0 150 2 1
"NO" "3861" 3 1 82 3 3
"NO" "3862" 9 2 59 8 3
"NO" "3863" 1 0 46 2 1
"NO" "3864" 6 4 435.833333333333 4 4
"NO" "3865" 1 0 553 2 2
"NO" "3866" 2 0 54 3 3
"NO" "3867" 1 0 219 2 2
"NO" "3868" 1 0 56 2 2
"NO" "3869" 1 0 149 2 2
"NO" "387" 91 364 401.285714285714 14 5
"YES" "3870" 709 2709 151.249647390691 133 5
"YES" "3871" 10 10 242.6 5 5
"NO" "3872" 3 1 163.666666666667 3 3
"NO" "3873" 1 0 134 2 1
"NO" "3874" 1 0 160 2 2
"NO" "3875" 1 0 80 2 2
"NO" "3876" 1 0 132 2 2
"NO" "3877" 1 0 46 2 1
"NO" "3878" 1 0 59 2 1
"NO" "3879" 2 0 152 3 1
"NO" "388" 3 1 135.666666666667 3 2
"NO" "3880" 3 1 68.3333333333333 3 3
"NO" "3881" 3 0 68.3333333333333 4 2
"NO" "3882" 1 0 217 2 1
"NO" "3883" 1 0 41 2 1
"NO" "3884" 9 4 115.111111111111 7 3
"YES" "3885" 12 10 237.166666666667 7 5
"NO" "3886" 1 0 44 2 2
"NO" "3887" 1 0 130 2 2
"NO" "3888" 3 1 137.333333333333 3 3
"NO" "3889" 1 0 68 2 2
"NO" "389" 10 10 95.4 5 5
"NO" "3890" 1 0 126 2 1
"YES" "3891" 4 1 129.5 4 4
"NO" "3892" 3 1 506 3 3
"YES" "3893" 25 21 190.64 13 5
"NO" "3894" 1 0 93 2 2
"NO" "3895" 1 0 265 2 1
"NO" "3896" 1 0 62 2 2
"NO" "3897" 7 4 128.857142857143 5 5
"NO" "3898" 1 0 71 2 1
"NO" "3899" 1 0 173 2 1
"NO" "39" 21 35 412.095238095238 7 4
"YES" "390" 10 10 330.5 5 5
"NO" "3900" 1 0 48 2 1
"NO" "3901" 1 0 57 2 1
"NO" "3902" 1 0 211 2 1
"NO" "3903" 7 2 86.4285714285714 5 5
"NO" "3904" 10 10 482.7 5 5
"NO" "3905" 9 7 136 5 5
"NO" "3906" 1 0 391 2 2
"NO" "3907" 17 14 304.411764705882 9 5
"NO" "3908" 9 4 61.8888888888889 6 1
"NO" "3909" 7 4 152.857142857143 5 4
"NO" "391" 13 13 140.076923076923 6 2
"NO" "3910" 1 0 69 2 2
"NO" "3911" 3 1 197.333333333333 3 3
"NO" "3912" 20 13 692.2 10 5
"NO" "3913" 2 0 48.5 3 3
"NO" "3914" 1 0 68 2 2
"NO" "3915" 1 0 245 2 2
"NO" "3916" 1 0 813 2 2
"NO" "3917" 10 5 381.3 7 3
"NO" "3918" 1 0 61 2 1
"NO" "3919" 3 1 205.333333333333 3 3
"NO" "392" 6 4 304 4 4
"NO" "3920" 3 1 139.333333333333 3 3
"NO" "3921" 1 0 50 2 2
"NO" "3922" 1 0 282 2 1
"NO" "3923" 1 0 269 2 1
"NO" "3924" 2 0 66.5 3 2
"NO" "3925" 1 0 65 2 2
"NO" "3926" 10 10 284.8 5 5
"NO" "3927" 1 0 84 2 2
"NO" "3928" 1 0 94 2 2
"NO" "3929" 10 10 307.5 5 5
"YES" "393" 10 10 1564.8 5 5
"NO" "3930" 1 0 62 2 2
"NO" "3931" 3 1 799 3 3
"NO" "3932" 5 2 240 4 4
"NO" "3933" 2 0 140.5 3 1
"YES" "3934" 1 0 324 2 2
